loyalty_number,total_points_accumulated,total_points_redeemed
576498,40522.0,300.0
997359,32143.0,801.0
929880,65693.0,978.0
658310,39631.0,0.0
932453,50449.0,1537.0
498587,69265.0,1063.0
908246,49172.0,413.0
796213,48883.0,569.0
299359,50117.0,1676.0
878582,57483.0,976.0
496686,43446.0,0.0
126308,0.0,0.0
855635,88550.0,478.0
914074,6332.0,0.0
730214,46129.0,1677.0
481851,24570.0,0.0
758432,60739.0,861.0
897229,59263.0,599.0
470381,60388.0,614.0
974041,64455.0,1080.0
248433,67066.0,312.0
990918,64136.0,2213.0
197320,49421.0,3569.0
122049,60575.0,757.0
266968,60434.0,0.0
322451,54255.0,797.0
288451,2881.0,355.0
618226,22590.0,0.0
161774,0.0,0.0
151399,62798.0,0.0
650957,0.0,0.0
323154,88662.0,1759.0
932100,0.0,0.0
190561,40351.0,1155.0
863751,39969.0,674.0
444786,60668.0,0.0
651740,64240.0,0.0
472807,9096.0,0.0
470245,81957.0,467.0
609174,77866.0,1502.0
943195,29653.0,0.0
379836,49780.0,1815.0
286388,0.0,0.0
796281,60148.0,1821.0
287224,0.0,0.0
262562,78352.0,570.0
664034,37510.0,1483.0
719242,51936.0,1433.0
329056,58416.0,366.0
713520,25287.0,545.0
841948,37915.0,423.0
936211,67332.0,341.0
724435,34304.0,0.0
239749,133488.0,0.0
654073,55948.0,725.0
251081,4852.0,0.0
137227,56564.0,1102.0
269565,34020.0,1220.0
476497,38537.0,469.0
415077,38104.0,725.0
207047,9730.0,406.0
299278,62307.0,1668.0
627502,16443.0,0.0
586056,43629.0,0.0
585377,34045.0,453.0
976596,68155.0,807.0
574163,43622.0,1856.0
565171,75375.0,1349.0
318180,60236.0,916.0
841636,67697.0,953.0
379752,46010.0,1750.0
250363,99438.0,0.0
429921,66841.0,1472.0
416105,1761.0,0.0
925979,7425.0,0.0
475009,0.0,0.0
546736,13204.0,0.0
755668,52617.0,1109.0
632951,12355.0,507.0
632793,39155.0,506.0
947467,56203.0,1848.0
392235,56551.0,2161.0
692097,0.0,0.0
382045,0.0,0.0
157729,107352.0,0.0
650529,69087.0,2165.0
822901,19640.0,713.0
744117,30452.0,447.0
281979,57779.0,2334.0
753456,33226.0,352.0
767648,30651.0,972.0
362293,39686.0,784.0
131321,67469.0,1228.0
234435,43226.0,0.0
675956,60472.0,647.0
104431,77644.0,1771.0
459948,35734.0,718.0
131673,63575.0,1742.0
286551,52217.0,1266.0
585756,93016.0,1106.0
865066,30518.0,496.0
780529,4940.0,392.0
136020,66302.0,553.0
774249,4888.0,0.0
853641,67831.0,385.0
541751,40487.0,0.0
926250,49231.0,314.0
546796,86534.0,1303.0
724979,28355.0,875.0
674923,45653.0,0.0
614871,5893.0,686.0
327638,22916.0,739.0
538760,30241.0,0.0
497201,76414.0,938.0
965688,47613.0,685.0
501602,56001.0,398.0
500115,19776.0,0.0
187710,41031.0,868.0
575573,68302.0,1443.0
741422,47981.0,1140.0
527565,56291.0,447.0
540756,31693.0,333.0
466781,45576.0,0.0
684371,64928.0,0.0
595658,59660.0,2435.0
952077,50710.0,0.0
106592,76347.0,1003.0
313473,68892.0,3060.0
126526,0.0,0.0
251211,31285.0,720.0
913156,62848.0,1874.0
314589,70317.0,675.0
480435,46714.0,0.0
776466,14809.0,0.0
154680,49425.0,482.0
236767,48304.0,402.0
429689,0.0,0.0
153626,61683.0,0.0
212849,51624.0,781.0
920954,109182.0,0.0
571215,42280.0,2632.0
628130,54314.0,0.0
200877,68258.0,727.0
812617,12696.0,0.0
920637,47478.0,366.0
960309,27630.0,574.0
278676,57409.0,0.0
808341,0.0,0.0
549080,55800.0,0.0
638602,57935.0,1342.0
379716,93152.0,1589.0
571017,76360.0,0.0
206576,0.0,0.0
626973,53853.0,430.0
336451,2757.0,0.0
608517,81758.0,0.0
146839,36717.0,0.0
580493,29273.0,910.0
554453,46316.0,430.0
631839,46849.0,302.0
185153,54167.0,0.0
815789,62808.0,887.0
332077,44341.0,501.0
248196,16345.0,353.0
135381,55884.0,1190.0
178864,52491.0,445.0
496191,59903.0,0.0
764167,70283.0,556.0
389225,79901.0,1171.0
557880,66070.0,1564.0
737791,58332.0,1556.0
416620,6753.0,0.0
513708,43481.0,0.0
543978,77291.0,766.0
660030,61744.0,2028.0
901231,44172.0,902.0
333680,60456.0,892.0
887464,32300.0,0.0
956558,42843.0,0.0
301094,49737.0,506.0
223380,4670.0,0.0
352092,70559.0,1304.0
651959,43228.0,0.0
654122,68769.0,0.0
851931,61060.0,1380.0
856830,73597.0,1117.0
980338,60303.0,609.0
745920,49874.0,918.0
430670,0.0,0.0
818995,55330.0,0.0
265612,0.0,0.0
440618,93946.0,634.0
122858,12097.0,350.0
215089,67069.0,1967.0
513553,31351.0,1001.0
763084,43427.0,0.0
425717,48915.0,429.0
216573,44250.0,0.0
705490,20897.0,0.0
355491,112515.0,548.0
560714,31598.0,1493.0
363483,0.0,0.0
837526,26176.0,530.0
726684,67896.0,581.0
806348,46024.0,383.0
141181,32035.0,2360.0
566957,45391.0,1746.0
901520,52024.0,1320.0
998112,54107.0,1082.0
686196,52505.0,934.0
388140,52001.0,503.0
621823,16724.0,532.0
838634,63777.0,890.0
228896,32161.0,546.0
671803,69982.0,1049.0
867532,33723.0,426.0
695107,60682.0,890.0
268145,41350.0,909.0
816323,65062.0,1198.0
522493,68513.0,1873.0
828735,66765.0,1149.0
141023,60044.0,926.0
188470,19034.0,0.0
599078,23185.0,1793.0
774326,71423.0,1761.0
606877,36299.0,0.0
721423,79511.0,484.0
924724,120327.0,574.0
441423,59687.0,1315.0
682288,48936.0,374.0
126097,56069.0,2882.0
115405,67404.0,1636.0
549862,51944.0,2538.0
711248,38380.0,0.0
346384,68543.0,448.0
165554,42090.0,0.0
137985,42638.0,1000.0
244844,8652.0,615.0
633332,8909.0,0.0
354295,56385.0,602.0
150751,13758.0,797.0
402052,41398.0,2052.0
847938,0.0,0.0
717459,46633.0,1547.0
620446,62703.0,485.0
329720,60949.0,0.0
473093,53336.0,3395.0
185573,47808.0,0.0
733497,140460.0,0.0
887730,50331.0,1586.0
263402,18038.0,1387.0
945765,54620.0,437.0
999758,5548.0,573.0
159500,159693.0,743.0
461859,57144.0,0.0
250921,78458.0,1908.0
228580,42744.0,2307.0
712114,181956.0,503.0
633999,25670.0,462.0
493427,63488.0,626.0
577405,95121.0,562.0
630880,29466.0,315.0
662723,0.0,0.0
233084,87153.0,2918.0
403463,3008.0,0.0
708337,37984.0,649.0
428130,41430.0,463.0
632974,22866.0,508.0
861480,7083.0,0.0
789148,49607.0,1088.0
437074,50408.0,631.0
179944,60864.0,727.0
813725,33956.0,0.0
901461,5596.0,760.0
289476,122679.0,1022.0
196757,0.0,0.0
642323,25959.0,520.0
622975,65788.0,0.0
552278,59361.0,0.0
309277,46391.0,1272.0
465962,82286.0,1388.0
902679,63193.0,0.0
338212,41607.0,944.0
342836,28835.0,0.0
615854,75223.0,530.0
383954,22729.0,0.0
718029,72849.0,1136.0
847312,29136.0,1140.0
359446,56788.0,393.0
834453,44645.0,1136.0
779082,136494.0,914.0
275209,36640.0,1473.0
885888,69436.0,1002.0
399251,86970.0,835.0
650801,0.0,0.0
763591,64888.0,833.0
666504,61119.0,1800.0
457456,73582.0,1027.0
790178,70204.0,1409.0
360744,0.0,0.0
981427,64479.0,1077.0
601341,44963.0,748.0
497281,132693.0,0.0
370443,74737.0,1376.0
957686,65196.0,1780.0
802535,54171.0,519.0
887117,22624.0,867.0
493598,75231.0,1020.0
821216,43554.0,1043.0
316666,12362.0,551.0
920211,142890.0,564.0
148453,12700.0,486.0
419626,29619.0,1987.0
610585,65719.0,607.0
694472,49576.0,1665.0
347861,62800.0,409.0
818870,45942.0,0.0
568681,0.0,0.0
692628,79476.0,613.0
545179,137325.0,469.0
932261,0.0,0.0
361827,43816.0,622.0
579034,63881.0,956.0
675710,0.0,0.0
167026,52375.0,542.0
708519,83713.0,1534.0
299165,25679.0,0.0
153075,0.0,0.0
233969,41543.0,2616.0
772834,49935.0,0.0
924405,18297.0,453.0
149462,66381.0,0.0
794334,0.0,0.0
698573,62122.0,445.0
502152,3268.0,0.0
186015,60413.0,1543.0
733746,38587.0,1742.0
510513,45157.0,0.0
896951,36260.0,850.0
127882,49153.0,993.0
566961,65316.0,2291.0
725129,44835.0,459.0
323542,55104.0,2720.0
241468,15147.0,585.0
789892,50309.0,1507.0
117053,67867.0,1019.0
380843,49166.0,450.0
375467,0.0,0.0
675409,69955.0,0.0
171350,41188.0,487.0
849884,38272.0,507.0
195994,160971.0,791.0
694648,9350.0,0.0
136232,62116.0,1303.0
948325,24425.0,532.0
977037,8078.0,0.0
781970,53438.0,1088.0
719576,14376.0,584.0
444022,57238.0,2204.0
460929,76694.0,580.0
933552,35098.0,486.0
181728,37728.0,1030.0
805008,64064.0,997.0
824360,46830.0,636.0
967150,49192.0,878.0
418910,52306.0,526.0
916713,76179.0,1068.0
870045,44829.0,0.0
318537,0.0,0.0
258408,126234.0,543.0
221469,50165.0,975.0
561961,73728.0,800.0
962480,0.0,0.0
312048,46965.0,322.0
320377,0.0,0.0
665024,41575.0,0.0
218538,35815.0,391.0
278719,0.0,0.0
854969,68274.0,399.0
858427,0.0,0.0
820204,52172.0,1906.0
707017,28946.0,0.0
287927,40219.0,755.0
201055,0.0,484.0
957452,46957.0,652.0
578013,50903.0,488.0
268630,50795.0,1614.0
298327,45212.0,0.0
565991,25446.0,527.0
596462,159396.0,1193.0
402918,36142.0,655.0
747681,48843.0,449.0
317205,63400.0,1213.0
402082,37203.0,0.0
668692,59499.0,490.0
571498,45400.0,980.0
135878,35462.0,570.0
234047,63062.0,389.0
773219,29275.0,381.0
609878,0.0,0.0
817456,70603.0,1802.0
540628,53440.0,0.0
245227,28873.0,0.0
345682,75807.0,1527.0
140891,75970.0,0.0
180925,43226.0,771.0
522408,44471.0,692.0
920657,23381.0,440.0
289968,91212.0,768.0
511584,65398.0,326.0
392575,37847.0,884.0
295078,48489.0,1396.0
571163,68698.0,563.0
739227,7334.0,0.0
436498,0.0,0.0
713329,64182.0,0.0
873180,19033.0,611.0
929701,67105.0,588.0
527944,0.0,0.0
834522,0.0,0.0
263763,24276.0,1045.0
202864,64242.0,653.0
714206,50946.0,1130.0
938830,0.0,0.0
396048,6728.0,364.0
372622,28501.0,1103.0
433678,49964.0,1591.0
813868,27145.0,0.0
641970,67076.0,916.0
119638,100794.0,0.0
622302,12854.0,0.0
740754,30838.0,1101.0
354547,67023.0,1714.0
170152,12640.0,717.0
602585,37821.0,0.0
423941,59278.0,1373.0
446135,0.0,0.0
556982,43348.0,827.0
663213,171045.0,522.0
515656,79873.0,684.0
643117,45342.0,1421.0
958923,79573.0,2491.0
995128,57505.0,425.0
452985,17642.0,0.0
471662,68029.0,2047.0
844125,72322.0,1184.0
841369,55400.0,495.0
179585,60036.0,1634.0
930562,67478.0,2674.0
949952,39390.0,0.0
678967,65312.0,760.0
902993,0.0,0.0
981198,10639.0,0.0
681961,0.0,0.0
192136,53896.0,2196.0
615327,43372.0,0.0
860206,29156.0,1857.0
514403,48802.0,347.0
863070,80937.0,1289.0
174666,4184.0,0.0
137106,25178.0,849.0
897673,18354.0,1083.0
418636,17258.0,0.0
736970,38444.0,0.0
738732,50489.0,1121.0
409914,56557.0,420.0
376862,50127.0,3156.0
195069,4254.0,0.0
213112,39069.0,807.0
867780,71618.0,0.0
258860,61180.0,1038.0
307166,70396.0,1492.0
648648,35022.0,399.0
754264,41111.0,1058.0
494552,4488.0,467.0
752548,22623.0,423.0
617670,61273.0,804.0
892066,13832.0,594.0
465842,86793.0,0.0
829863,0.0,0.0
836665,76220.0,1600.0
602150,46668.0,0.0
831035,85908.0,0.0
530119,20738.0,0.0
952093,53873.0,860.0
897772,102967.0,1789.0
625458,47562.0,504.0
305618,0.0,0.0
919748,55016.0,1107.0
705756,0.0,0.0
415381,71149.0,367.0
273020,47031.0,502.0
902200,0.0,0.0
583601,5526.0,0.0
679859,25215.0,402.0
798248,70127.0,877.0
555112,11833.0,0.0
936723,23577.0,0.0
502592,44948.0,850.0
803796,40488.0,0.0
241038,61986.0,2540.0
994676,70521.0,1057.0
193020,88923.0,0.0
954329,28541.0,0.0
300678,0.0,0.0
407404,0.0,0.0
253635,65445.0,0.0
152936,0.0,0.0
351615,132676.0,903.0
453448,34999.0,945.0
408886,64912.0,1048.0
152007,16175.0,0.0
665031,0.0,0.0
284362,73122.0,0.0
397934,22960.0,487.0
337148,56482.0,0.0
834576,51537.0,465.0
240044,92038.0,1804.0
576345,50798.0,0.0
619268,59763.0,335.0
447925,49960.0,1384.0
300106,0.0,0.0
176284,42619.0,1478.0
722538,59284.0,2041.0
122577,48523.0,585.0
612339,50693.0,910.0
215508,124753.0,2934.0
704967,58587.0,1765.0
618886,50240.0,857.0
972636,48419.0,969.0
968090,48644.0,0.0
827334,64662.0,1526.0
781052,72950.0,1186.0
420890,83442.0,542.0
577151,134664.0,474.0
164313,70708.0,0.0
855372,61492.0,351.0
582493,95746.0,3605.0
558543,42476.0,394.0
400392,69000.0,0.0
621190,60448.0,457.0
961837,50835.0,453.0
606989,67859.0,1656.0
198499,97747.0,3636.0
335162,68941.0,1010.0
414033,56431.0,738.0
901578,37792.0,0.0
496675,187200.0,575.0
686059,46815.0,468.0
830673,33658.0,444.0
506293,14902.0,0.0
477599,7560.0,0.0
638685,59144.0,689.0
711571,20544.0,0.0
318755,58486.0,1897.0
662392,1448.0,0.0
370093,34129.0,431.0
588445,63553.0,2260.0
150671,0.0,0.0
453349,65838.0,1733.0
108367,19611.0,0.0
903797,41662.0,1669.0
414382,2110.0,0.0
427733,68854.0,667.0
839659,61151.0,438.0
585509,30223.0,0.0
297101,50906.0,1915.0
650366,0.0,0.0
844540,64882.0,1446.0
111387,0.0,0.0
922741,741.0,0.0
849705,64970.0,1002.0
985765,66188.0,2130.0
646519,44979.0,955.0
234836,13999.0,751.0
573475,68057.0,1048.0
847609,61871.0,467.0
860980,45769.0,542.0
836964,57607.0,453.0
160320,55096.0,1678.0
335421,39267.0,637.0
243751,33691.0,474.0
992499,6417.0,0.0
224842,17536.0,0.0
434568,50383.0,1190.0
145177,66889.0,1737.0
711214,55504.0,704.0
713236,60756.0,1210.0
698159,6781.0,0.0
558598,66802.0,426.0
428129,67284.0,1074.0
602213,53070.0,654.0
536699,16843.0,0.0
938981,74409.0,0.0
796670,70442.0,814.0
527622,63808.0,1425.0
121935,31699.0,411.0
622269,0.0,0.0
917352,26314.0,0.0
342738,0.0,0.0
750710,49208.0,776.0
796627,66750.0,0.0
238063,0.0,0.0
992986,64995.0,2523.0
256731,60396.0,1118.0
106397,35660.0,450.0
677717,22442.0,464.0
735666,75084.0,1044.0
979115,42893.0,1048.0
517472,49581.0,0.0
514042,45819.0,1908.0
705006,59225.0,536.0
827790,29334.0,1313.0
510182,43570.0,326.0
720131,3456.0,0.0
511437,13522.0,784.0
659731,0.0,0.0
178403,72837.0,584.0
369416,19215.0,393.0
456177,105555.0,0.0
220616,83753.0,1763.0
960708,55220.0,1218.0
802084,14314.0,457.0
161414,30189.0,648.0
534904,34817.0,632.0
436969,46322.0,1732.0
460058,45084.0,520.0
661193,45459.0,507.0
730737,69948.0,855.0
967500,54954.0,520.0
269297,56597.0,1208.0
901780,91462.0,387.0
944491,17510.0,913.0
444085,61733.0,1567.0
616226,64191.0,0.0
812599,57111.0,421.0
514451,48360.0,749.0
177962,51641.0,0.0
145017,12145.0,320.0
853438,46918.0,977.0
933208,63619.0,0.0
531290,28991.0,574.0
842049,47433.0,826.0
153656,26183.0,0.0
553389,69021.0,1171.0
953927,15514.0,0.0
354461,82761.0,0.0
688731,0.0,590.0
259878,62659.0,973.0
794024,90259.0,952.0
392802,82582.0,2713.0
237751,9257.0,0.0
983855,18214.0,0.0
954231,50816.0,789.0
486897,77724.0,0.0
880948,44858.0,0.0
607347,47844.0,1832.0
316323,13436.0,0.0
447804,33282.0,1765.0
761150,24740.0,1074.0
220564,51874.0,605.0
103359,82249.0,564.0
436975,38396.0,952.0
620741,42022.0,432.0
212130,70248.0,1116.0
675541,48527.0,1466.0
762474,22821.0,690.0
326069,48697.0,549.0
445338,63200.0,940.0
203696,63630.0,414.0
560505,50541.0,766.0
694158,65622.0,1021.0
249723,50937.0,926.0
443896,62302.0,1391.0
710255,68236.0,981.0
307178,43319.0,0.0
292021,31798.0,1818.0
407233,0.0,0.0
772628,40424.0,559.0
858563,54393.0,936.0
802621,58110.0,690.0
961961,36811.0,427.0
753473,64862.0,0.0
559233,4308.0,730.0
122958,89490.0,1631.0
574560,0.0,0.0
484733,27495.0,0.0
508443,0.0,0.0
478566,2134.0,0.0
391106,20659.0,608.0
318199,47230.0,921.0
926494,52858.0,1349.0
822727,73222.0,766.0
786230,4410.0,0.0
314705,51216.0,0.0
101709,59596.0,456.0
809216,47914.0,1460.0
792932,4292.0,566.0
301603,44277.0,425.0
485795,75714.0,1436.0
863262,57356.0,348.0
583327,59974.0,1611.0
373950,64993.0,470.0
802200,43568.0,566.0
942083,64234.0,1005.0
904602,39993.0,1302.0
628320,58786.0,569.0
505070,6473.0,0.0
389146,57921.0,457.0
980414,62951.0,376.0
723672,48428.0,0.0
767908,46584.0,767.0
300836,64937.0,622.0
605803,87079.0,477.0
323792,0.0,0.0
667314,29727.0,1025.0
191065,81552.0,1029.0
203577,42645.0,0.0
641189,48407.0,812.0
224298,39478.0,1069.0
889061,46552.0,2011.0
492090,139800.0,0.0
293137,3804.0,503.0
298865,54283.0,1303.0
902742,5385.0,0.0
616350,41511.0,0.0
559721,37602.0,0.0
640110,64875.0,0.0
379351,58397.0,1069.0
290964,38402.0,0.0
339845,34474.0,0.0
314413,20512.0,0.0
901775,58467.0,1140.0
769560,96534.0,1298.0
501699,59549.0,994.0
537852,60674.0,1873.0
411897,39851.0,1495.0
815584,93252.0,0.0
434081,46726.0,0.0
679311,58693.0,1460.0
445176,73602.0,487.0
287211,5617.0,0.0
846718,0.0,0.0
942189,13352.0,0.0
826930,0.0,0.0
797902,113229.0,0.0
313996,17901.0,0.0
662489,8626.0,0.0
892797,75418.0,880.0
652627,0.0,0.0
188893,72849.0,733.0
780631,4362.0,0.0
374345,79256.0,1876.0
348920,45865.0,749.0
811684,37852.0,0.0
908729,41592.0,2334.0
384920,40150.0,1696.0
748286,37738.0,1633.0
614787,2448.0,0.0
224676,0.0,0.0
226191,63083.0,1265.0
434620,31222.0,0.0
238607,64903.0,1478.0
912064,57952.0,1754.0
807970,3078.0,0.0
771943,64000.0,2202.0
442792,57407.0,539.0
953795,54208.0,1051.0
405602,108678.0,0.0
276100,58316.0,2097.0
542636,0.0,0.0
975749,84769.0,2950.0
112026,99150.0,989.0
866295,30819.0,0.0
669368,57923.0,1173.0
296141,841.0,0.0
550598,53208.0,1272.0
602384,15006.0,417.0
559619,3032.0,424.0
298535,60080.0,353.0
397272,0.0,0.0
728085,58888.0,2546.0
741725,24908.0,561.0
824917,88576.0,390.0
113831,72210.0,470.0
131956,16572.0,0.0
965154,13347.0,923.0
432938,69826.0,500.0
453654,55009.0,1184.0
466953,91479.0,1483.0
913571,65075.0,0.0
567227,73347.0,872.0
926609,50243.0,1047.0
858266,49176.0,2462.0
414727,81372.0,2173.0
668136,48023.0,432.0
859144,17273.0,0.0
847136,72155.0,0.0
934150,0.0,0.0
966389,53428.0,459.0
826113,36525.0,0.0
200681,65290.0,533.0
835764,42894.0,1430.0
324248,43288.0,2360.0
472933,53635.0,353.0
138653,10164.0,0.0
738431,58894.0,947.0
108896,11764.0,0.0
231080,8937.0,394.0
539505,581.0,0.0
654540,164598.0,0.0
438707,73370.0,4301.0
929712,9372.0,521.0
237858,112956.0,0.0
503357,36939.0,1173.0
235882,33568.0,645.0
153193,64263.0,2982.0
375694,66254.0,0.0
369853,42499.0,1711.0
155374,56628.0,1214.0
424012,29377.0,578.0
243001,0.0,0.0
481987,19088.0,0.0
150141,5450.0,0.0
725294,51480.0,976.0
426994,57488.0,916.0
470123,57166.0,555.0
636753,55124.0,970.0
186539,45392.0,1013.0
909242,42220.0,1676.0
739284,72295.0,1449.0
680945,50268.0,455.0
547802,66753.0,1431.0
326001,54056.0,762.0
402390,3969.0,0.0
927848,62522.0,2274.0
812804,24700.0,427.0
801483,85418.0,1759.0
693393,0.0,0.0
321388,50847.0,0.0
541037,177114.0,888.0
354483,56710.0,1372.0
855190,84615.0,372.0
583670,49566.0,464.0
670666,47732.0,738.0
812042,48918.0,0.0
649089,103338.0,0.0
342958,32757.0,534.0
817191,43614.0,1627.0
989666,56446.0,1468.0
270266,47732.0,540.0
133065,40012.0,1275.0
321457,44141.0,491.0
294005,37498.0,1300.0
762990,0.0,0.0
607555,62178.0,605.0
400513,0.0,0.0
941882,60391.0,1076.0
678243,56193.0,0.0
851901,89467.0,0.0
605768,0.0,0.0
840882,51847.0,855.0
888506,59066.0,361.0
434751,66416.0,1104.0
690671,63945.0,1066.0
936088,108462.0,0.0
375890,72419.0,1718.0
441670,32263.0,0.0
369000,68004.0,0.0
238640,33417.0,0.0
442458,45447.0,699.0
346103,76870.0,504.0
833547,3786.0,0.0
397787,29115.0,0.0
943997,25159.0,0.0
866362,47031.0,1363.0
711363,83124.0,0.0
885723,57532.0,841.0
252679,34988.0,617.0
515185,55195.0,572.0
793761,57639.0,841.0
226866,37146.0,463.0
384686,57207.0,815.0
612995,41796.0,2617.0
187958,0.0,0.0
196240,58572.0,530.0
883376,206157.0,0.0
757879,75660.0,1251.0
561654,98727.0,710.0
268129,46726.0,840.0
936044,0.0,0.0
947763,14956.0,0.0
878575,70072.0,0.0
517739,44022.0,1061.0
892258,68376.0,0.0
210725,58667.0,0.0
592251,49315.0,980.0
352170,60687.0,370.0
215840,39572.0,1765.0
113861,34699.0,727.0
110422,12513.0,0.0
749033,50043.0,788.0
955292,35063.0,954.0
825809,37647.0,0.0
214322,36698.0,628.0
186199,70997.0,736.0
539705,0.0,0.0
490774,56774.0,1691.0
908201,0.0,0.0
673401,52358.0,823.0
855451,21891.0,1867.0
725575,75646.0,1394.0
878284,22943.0,0.0
340277,48147.0,2761.0
421191,87404.0,344.0
855721,44591.0,1485.0
700731,25104.0,0.0
887026,0.0,0.0
809016,81509.0,1437.0
757938,44841.0,725.0
686224,66932.0,1225.0
754436,54969.0,613.0
140483,48476.0,896.0
799437,63206.0,1145.0
411030,8780.0,0.0
313673,7477.0,653.0
287942,79591.0,1004.0
840741,38890.0,0.0
814703,53669.0,1233.0
751602,25432.0,875.0
577265,55596.0,1388.0
379238,36740.0,569.0
403118,55031.0,0.0
302188,12710.0,0.0
413459,69660.0,1985.0
806030,26656.0,567.0
428826,30714.0,987.0
726732,31252.0,859.0
508821,50055.0,1219.0
991356,61185.0,1377.0
665763,0.0,0.0
504589,58501.0,1198.0
931537,43565.0,1399.0
499482,70131.0,0.0
132705,68124.0,1424.0
485281,42114.0,1940.0
565876,53810.0,507.0
555118,39137.0,568.0
611084,59571.0,647.0
459517,71855.0,586.0
447675,58468.0,1873.0
471000,45051.0,818.0
397891,0.0,0.0
185129,66503.0,792.0
515860,60319.0,2206.0
400313,68837.0,699.0
370979,0.0,0.0
597209,77039.0,516.0
213723,54376.0,0.0
373665,0.0,0.0
847357,59885.0,850.0
621218,66433.0,517.0
304117,32465.0,526.0
273478,55597.0,3233.0
473648,9860.0,481.0
763621,22568.0,0.0
318264,42815.0,1409.0
331353,62610.0,343.0
684123,129843.0,3253.0
767857,19409.0,2788.0
311762,78546.0,1562.0
716589,22647.0,0.0
495369,22072.0,0.0
579322,41891.0,2104.0
264409,118428.0,332.0
165550,75194.0,883.0
586446,54933.0,564.0
729805,25749.0,1323.0
924787,71174.0,537.0
690029,39252.0,0.0
300818,65851.0,935.0
946963,11471.0,1262.0
804402,49457.0,1502.0
600664,80599.0,1209.0
367811,19922.0,0.0
516301,51408.0,2036.0
980761,63740.0,741.0
321656,0.0,0.0
192098,173292.0,0.0
203950,27674.0,828.0
414207,60277.0,353.0
642485,31920.0,457.0
821705,0.0,0.0
191558,33204.0,2681.0
697079,9004.0,0.0
368523,61645.0,0.0
976489,40887.0,840.0
654288,59111.0,379.0
800268,20823.0,0.0
792086,42811.0,1057.0
306112,0.0,0.0
627970,50463.0,0.0
238649,53933.0,0.0
517262,2010.0,473.0
517295,52735.0,932.0
656650,51481.0,1031.0
475950,74727.0,0.0
335545,72719.0,858.0
937956,65775.0,2169.0
841916,48565.0,588.0
507112,36994.0,951.0
951746,16512.0,595.0
541557,77121.0,448.0
784597,0.0,0.0
149841,19341.0,1501.0
161546,0.0,0.0
654748,16433.0,0.0
660554,25161.0,1258.0
922388,72557.0,824.0
523394,66258.0,721.0
343051,123348.0,487.0
730742,41194.0,672.0
573332,56504.0,0.0
956861,70225.0,555.0
883574,39082.0,2093.0
688058,45164.0,373.0
748717,69564.0,0.0
570784,65800.0,703.0
464771,27463.0,384.0
272551,35491.0,0.0
327365,10990.0,0.0
123944,38429.0,320.0
495403,169368.0,551.0
181139,67808.0,1005.0
485040,47488.0,763.0
286614,0.0,0.0
950107,78234.0,1161.0
619537,48496.0,1728.0
885176,21639.0,416.0
942952,0.0,0.0
436282,0.0,0.0
113779,45219.0,521.0
939992,34281.0,820.0
561413,69087.0,987.0
976831,0.0,0.0
724723,35795.0,624.0
893574,16158.0,351.0
139511,45829.0,0.0
545514,0.0,0.0
962661,65311.0,1263.0
413426,67641.0,0.0
116948,18662.0,1469.0
150253,58184.0,348.0
681921,34040.0,0.0
733658,78016.0,1328.0
947635,48548.0,0.0
569369,61716.0,1336.0
298681,48788.0,1399.0
340156,0.0,0.0
701792,16186.0,605.0
906262,45557.0,2018.0
895921,76950.0,2308.0
218122,72772.0,522.0
657730,27931.0,0.0
873468,63588.0,589.0
324143,34653.0,517.0
324662,76529.0,1606.0
102168,40495.0,0.0
923041,39166.0,416.0
986792,75129.0,0.0
489371,68434.0,1397.0
553396,62017.0,1027.0
748914,7088.0,440.0
559342,43867.0,571.0
913522,46686.0,1686.0
437251,9936.0,0.0
639613,72831.0,721.0
783300,57227.0,1037.0
166677,30066.0,430.0
457797,57922.0,0.0
750665,118584.0,2098.0
945064,64337.0,0.0
175902,29913.0,990.0
732231,49655.0,548.0
595083,53145.0,613.0
617296,39235.0,834.0
999986,86598.0,1199.0
849105,98949.0,608.0
510537,42107.0,942.0
690510,6725.0,0.0
306880,43357.0,0.0
312607,49660.0,479.0
928916,42805.0,576.0
614106,61488.0,1067.0
406176,44822.0,640.0
278854,100536.0,2551.0
726309,20891.0,0.0
258799,123399.0,707.0
629410,50430.0,1158.0
644163,56244.0,497.0
832046,15157.0,0.0
733350,86805.0,2165.0
832665,38647.0,476.0
576692,45357.0,1097.0
476288,71025.0,0.0
258238,76306.0,1767.0
660197,59276.0,966.0
742886,56766.0,1233.0
229692,25625.0,0.0
789303,73077.0,2119.0
240476,64208.0,505.0
299397,17551.0,0.0
358968,24240.0,961.0
236701,43416.0,0.0
487807,64441.0,437.0
611366,33745.0,644.0
264107,66558.0,645.0
450987,7144.0,0.0
775304,25709.0,0.0
686432,0.0,0.0
618329,59735.0,416.0
206890,52085.0,0.0
107385,27287.0,1331.0
383656,37567.0,371.0
441128,46587.0,861.0
495168,59586.0,343.0
739021,24072.0,617.0
209846,0.0,0.0
106776,68400.0,1109.0
835295,12902.0,0.0
741801,43079.0,1750.0
119200,44595.0,1004.0
588237,31726.0,2056.0
655743,70808.0,1975.0
216652,134865.0,323.0
287593,29783.0,1849.0
317664,29212.0,0.0
357173,62259.0,429.0
730715,93879.0,527.0
876062,136245.0,1968.0
316307,31431.0,499.0
971318,52047.0,941.0
256483,55935.0,0.0
744612,26638.0,499.0
697393,31792.0,347.0
